RN,LATITUDE,LONGITUDE,ACCOUNT,REGION,COMPANY,SITE,REPORTING_YEAR,COUNTY,SIC,SIC_DESCRIPTION,CO_TPY,NOX_TPY,Pb_TPY,PM10_TPY,PM2_5_TPY,SO2_TPY,VOC_TPY
RN100215664,32.21011849,-96.47863815,NB0063E,4,CASITA ENTERPRISES INC,TRAVEL TRAILER MFG,2016,NAVARRO,3792,TRAVEL TRAILERS AND CAMPERS,0,0,0,0.8138,0,0,23.1187
RN100220896,32.10499578,-96.38765923,NB0089J,4,PACTIV LLC,PACTIV CORSICANA,2016,NAVARRO,3086,"PLASTICS, FOAM PRODUCTS",18.63,22.18,0,7.6279,5.294,0.122,165.708
RN100222553,30.29991066,-93.74541965,NC0001X,10,WESTERN WASTE OF TEXAS LLC,NEWTON COUNTY REGIONAL SOLID WASTE COMPLEX,2016,NEWTON,4953,REFUSE SYSTEMS,0.01,0.07,0,7.326,3.4553,0.004,6.0325
RN100226109,30.29991066,-93.74541965,NC0056N,10,COTTONWOOD ENERGY COMPANY LP,COTTONWOOD ENERGY CO LP,2016,NEWTON,4911,ELECTRIC SERVICES,51.6357,219.8659,0,105.8259,95.8013,10.4473,23.5423
RN100222702,32.4824158,-100.3369326,ND0009L,3,GEORGIA-PACIFIC GYPSUM LLC,SWEETWATER GYPSUM PLANT,2016,NOLAN,3275,GYPSUM PRODUCTS,57.718,39.8609,0,29.6145,18.0237,0.4731,4.0756
RN100220847,32.24281191,-100.460412,ND0014S,3,LONE STAR INDUSTRIES INC,MARYNEAL CEMENT PLANT,2016,NOLAN,3241,"CEMENT, HYDRAULIC",389.9233,1145.8838,0.1889,107.3713,44.0405,48.0675,57.7485
RN100209618,32.49180398,-100.3617753,ND0028H,3,UNITED STATES GYPSUM COMPANY,US GYPSUM SWEETWATER,2016,NOLAN,3275,GYPSUM PRODUCTS,51.8263,61.6981,0.0001,117.1879,42.8524,0.3701,36.4715
RN102536836,27.8113905,-97.43172397,NE0003M,14,MAGELLAN TERMINALS HOLDINGS LP,CORPUS CHRISTI TERMINAL,2016,NUECES,4226,SPECIAL WAREHOUSING AND STORAGE,12.5918,8.1501,0,0.5024,0.4991,0.0276,80.8615
RN101625721,27.56801283,-97.8027844,NE0022I,14,TICONA POLYMERS INC,BISHOP FACILITY,2016,NUECES,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",263.6268,363.3993,0,46.1866,29.5876,5.9636,231.0676
RN100642040,27.61887214,-97.31330269,NE0024E,14,BARNEY M DAVIS LP,BARNEY M DAVIS POWER STATION,2016,NUECES,4911,ELECTRIC SERVICES,81.37,131.8,0,33.573,33.573,2.189,20.1941
RN100552181,27.8187449,-97.42151304,NE0026A,14,NUECES BAY WLE LP,NUECES BAY POWER STATION,2016,NUECES,4911,ELECTRIC SERVICES,24.47,87.39,0,43.5526,43.5526,2.767,11.3391
RN102555166,27.80628575,-97.4207548,NE0027V,14,CITGO REFINING AND CHEMICALS COMPANY  LP,EAST PLANT REFINERY,2016,NUECES,2911,PETROLEUM REFINING,323.2721,492.8254,0,177.2561,54.3262,160.2202,1215.6121
RN102557931,27.68556145,-97.900281,NE0028T,14,DCP OPERATING COMPANY  LP,GULF PLAINS GAS PLANT,2016,NUECES,1321,NATURAL GAS LIQUIDS,232.6235,225.8209,0,9.3339,9.3339,52.1362,120.1619
RN100224724,27.70773544,-97.44479446,NE0034B,14,CITY OF CORPUS CHRISTI,J C ELLIOTT LANDFILL,2016,NUECES,4953,REFUSE SYSTEMS,38.433,8.431,0,16.346,16.326,2.66,4.599
RN100211663,27.81337528,-97.44447558,NE0043A,14,VALERO REFINING-TEXAS LP,VALERO CORPUS CHRISTI REFINING EAST,2016,NUECES,2911,PETROLEUM REFINING,215.9815,346.8576,0.0016,76.4083,57.9784,92.7061,378.9925
RN100221662,27.79410619,-97.57218949,NE0051B,14,EQUISTAR CHEMICALS LP,CORPUS CHRISTI PLANT,2016,NUECES,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",126.3,445.76,0,45.21,36.17,3.6,156.42
RN100223197,27.69940269,-97.27657539,NE0054S,14,US DEPT OF THE ARMY,CORPUS CHRISTI ARMY DEPOT,2016,NUECES,9711,NATIONAL SECURITY,8.6319,11.4463,0.0002,2.0619,1.2249,0.6422,41.165
RN100210814,27.81040847,-97.43086944,NE0104F,14,AMERICAN CHROME & CHEMICALS INC,ELEMENTIS CHROMIUM CORPUS CHRIST TX FACILITY,2016,NUECES,2819,INDUSTRIAL INORGANIC CHEMICALS,4.6323,128.9588,0,12.0985,12.0984,30.7662,0.8136
RN100214386,27.81419825,-97.47345153,NE0112G,14,VALERO REFINING-TEXAS LP,CORPUS CHRISTI WEST PLANT,2016,NUECES,2911,PETROLEUM REFINING,1175.5104,761.471,0.0936,501.3282,472.6759,121.5781,735.6755
RN102534138,27.80462385,-97.4218566,NE0120H,14,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,CORPUS CHRISTI EAST PLANT,2016,NUECES,2911,PETROLEUM REFINING,82.5288,106.0852,0,59.2228,58.6202,35.9935,101.4287
RN100235266,27.83863196,-97.52022538,NE0122D,14,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,WEST REFINERY,2016,NUECES,2911,PETROLEUM REFINING,482.0191,1038.9978,0.0001,180.3939,179.5412,101.6849,556.4649
RN102612488,27.80379203,-97.44442514,NE0123B,14,CITGO REFINING AND CHEMICALS COMPANY  LP,DEEP SEA TERMINAL,2016,NUECES,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,31.699
RN100227156,27.74793969,-97.85785176,NE0125U,14,TENNESSEE GAS PIPELINE COMPANY LLC,COMPRESSOR STATION 1 AGUA DULCE,2016,NUECES,4922,NATURAL GAS TRANSMISSION,60.1232,257.9724,0,5.7214,5.7214,0.085,14.1329
RN101445666,27.730755,-97.65205158,NE0126S,14,US ECOLOGY TEXAS INC,US ECOLOGY TEXAS,2016,NUECES,4953,REFUSE SYSTEMS,11.505,36.2487,0,3.4284,3.366,0.1194,1.6173
RN100210277,27.800424,-97.57215245,NE0165I,14,ENTERPRISE HYDROCARBONS LP,SHOUP GAS PLANT,2016,NUECES,1321,NATURAL GAS LIQUIDS,125.1838,414.7818,0,22.5385,22.5385,8.3732,14.5772
RN100238799,27.81224777,-97.50413962,NE0192F,14,CITGO REFINING AND CHEMICALS COMPANY  LP,WEST PLANT FACILITY,2016,NUECES,2911,PETROLEUM REFINING,138.3124,383.6441,0,60.9543,31.3693,55.0367,473.4956
RN100214188,27.81592011,-97.49216631,NE0195W,14,POTAC LLC,POTAC,2016,NUECES,5171,PETROLEUM BULK STATIONS & TERMINALS,6.4082,7.6289,0,0.5798,0.5798,0.3091,8.9446
RN102190139,27.80461742,-97.45730873,NE0253K,14,MARKWEST JAVELINA CO,GAS PROCESSING FACILITY,2016,NUECES,4925,GAS PRODUCTION AND DISTRIBUTION,29.6068,14.5286,0,19.423,19.423,4.4406,19.5259
RN102317658,27.81640249,-97.40010251,NE0360I,14,NUSTAR LOGISTICS LP,CORPUS CHRISTI CRUDE TERMINAL,2016,NUECES,4612,CRUDE PETROLEUM PIPE LINES,8.5865,4.301,0,0,0,0,132.4114
RN103914974,27.82793994,-97.49953472,NE0394O,14,BUCKEYE TEXAS HUB LLC,BUCKEYE TEXAS HUB,2016,NUECES,4491,MARINE CARGO HANDLING,19.4926,18.5871,0,0.9449,0.9449,0.1028,236.1623
RN103120929,27.81395452,-97.47229431,NE0412O,14,AIR LIQUIDE LARGE INDUSTRIES US LP,HYDROGEN PLANT INDUST GAS,2016,NUECES,2813,INDUSTRIAL GASES,10.2605,65.1887,0,8.9479,8.9479,0.1405,5.1638
RN103120929,27.81395452,-97.47229431,NE0412O,14,AIR LIQUIDE LARGE INDUSTRIES US LP,HYDROGEN PLANT INDUST GAS,2016,NUECES,2813,INDUSTRIAL GASES,10.2605,65.1887,0,8.9479,8.9479,0.1405,5.1638
RN100224302,27.81230886,-97.43088922,NE0462W,14,CORPUS CHRISTI COGENERATION LLC,COGENERATION FACILITY,2016,NUECES,4911,ELECTRIC SERVICES,130.61,469.24,0.0002,45.0273,45.0273,7.8937,8.6346
RN103179289,27.81419825,-97.47345153,NEA002B,14,NUSTAR LOGISTICS LP,CORPUS CHRISTI LP TANK FARM,2016,NUECES,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,61.3647
RN102778123,27.6585365,-97.5619215,NEA010J,14,CITY OF CORPUS CHRISTI,CEFE VALENZUELA LANDFILL,2016,NUECES,4953,REFUSE SYSTEMS,0.13,0.51,0,13.1,13.1,0.05,28.238
RN105467039,27.56801283,-97.8027844,NEA011K,14,OXEA BISHOP LLC,OXEA BISHOP,2016,NUECES,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",0,0,0,16.5768,0,0,32.2826
RN106142003,27.81940885,-97.39490894,NEA028B,14,NUSTAR LOGISTICS LP,CORPUS CRUDE OIL TERMINAL,2016,NUECES,5171,PETROLEUM BULK STATIONS & TERMINALS,2.0253,4.3037,0,0,0,0.3797,75.3209
RN106620438,27.81831522,-97.50283756,NEA029C,14,BUCKEYE TEXAS PROCESSING LLC,CORPUS CHRISTI FACILITY,2016,NUECES,2911,PETROLEUM REFINING,9.9477,13.4434,0,11.6085,11.5558,7.7935,44.257
RN106335656,27.81941,-97.51382255,NEA032F,14,PLAINS PIPELINE LP,CORPUS CHRISTI TERMINAL,2016,NUECES,4612,CRUDE PETROLEUM PIPE LINES,0,0,0,0.0114,0.0114,0,42.9532
RN100217405,30.05382981,-93.76393076,OC0001V,10,HONEYWELL INTERNATIONAL INC,ORANGE PLANT,2016,ORANGE,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,18.9211,21.3301,0,12.6492,12.6027,0.1588,678.3959
RN100825363,30.04955925,-93.77220503,OC0004P,10,ARLANXEO USA LLC,ORANGE PLANT,2016,ORANGE,2822,SYNTHETIC RUBBER,65.0815,39.8309,0,13.01,4.4889,0.3539,389.872
RN100542711,30.05675058,-93.758437,OC0007J,10,E I DU PONT DE NEMOURS AND COMPANY,SABINE RIVER WORKS,2016,ORANGE,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",219.3515,865.8303,0,77.9593,63.8815,14.0771,615.7973
RN100224468,30.0545565,-93.78928633,OC0010U,10,FIRESTONE POLYMERS LLC,ORANGE PLANT,2016,ORANGE,2822,SYNTHETIC RUBBER,19.0013,24.1366,0.0004,9.9528,9.8709,7.2082,129.7672
RN100226059,30.12435369,-94.01264982,OC0011S,10,GERDAU AMERISTEEL US INC,GERDAU AMERISTEEL BEAUMONT MILL,2016,ORANGE,3312,BLAST FURNACES AND STEEL MILLS,922.7554,258.5583,0.2141,89.7965,88.3108,137.8623,13.697
RN100215615,30.0525619,-93.78487365,OC0012Q,10,CHEVRON PHILLIPS CHEMICAL COMPANY LP,ORANGE PLANT,2016,ORANGE,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,142.8294,19.4085,0,9.5399,0.2493,0,178.2051
RN102513041,30.03724331,-93.85984671,OC0013O,10,ENTERGY TEXAS INC,SABINE PLANT,2016,ORANGE,4911,ELECTRIC SERVICES,1237.6354,3403.8911,0.0137,207.676,207.327,16.4136,150.272
RN100214428,30.187014,-93.76019,OC0019C,10,INTERNATIONAL PAPER COMPANY,ORANGE MILL,2016,ORANGE,2621,PAPER MILLS,1745.6583,743.3559,0.4217,345.9936,255.3795,1844.8327,655.6482
RN100225523,30.10058616,-94.00661985,OC0024J,10,TRINITYRAIL MAINTENANCE SERVICES INC,TRINITY INDUSTRIES PLANT 117,2016,ORANGE,4789,"TRANSPORTATION SERVICES, NEC",0.1235,0.1471,0,0.0349,0.0349,0.0009,44.7871
RN100228576,30.05428481,-94.01224443,OC0026F,10,ENTERPRISE REFINED PRODUCTS COMPANY LLC,BEAUMONT MARINE TERMINAL,2016,ORANGE,4613,REFINED PETROLEUM PIPELINES,4.6746,4.9273,0,0.3781,0.3781,0.0186,13.9565
RN100234681,30.06852966,-93.77342921,OC0054A,10,RESCAR COMPANIES,ORANGE 1993 FOREMAN RD,2016,ORANGE,4789,"TRANSPORTATION SERVICES, NEC",0.5027,0.4774,0,0.0481,0.0401,0.0028,25.3291
RN100825264,30.06769348,-93.9788951,OC0072V,10,TEXAS EASTERN TRANSMISSION LP,VIDOR COMPRESSOR STATION,2016,ORANGE,4922,NATURAL GAS TRANSMISSION,18.8003,7.359,0,0.7668,0.7668,0.0458,18.2964
RN100227909,30.07005522,-93.95480826,OC0073T,10,FLORIDA GAS TRANSMISSION CO LLC,VIDOR COMPRESSOR STATION,2016,ORANGE,4922,NATURAL GAS TRANSMISSION,4.8993,11.6083,0,1.3144,1.3144,0.0161,4.0903
RN102305505,30.05304249,-93.76544879,OC0077L,10,SOLVAY SPECIALTY POLYMERS USA LLC,HALAR TERPOLYMER POWDER,2016,ORANGE,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,4.5178,3.3475,0,1.7845,0.2333,0.0221,34.1933
RN102745825,30.08237004,-93.73443474,OC0152W,10,CONRAD ORANGE SHIPYARD INC,CONRAD ORANGE SHIPYARD,2016,ORANGE,3731,SHIP BUILDING AND REPAIRING,0,0,0.005,0.1665,0.0127,0,10.2537
RN100214972,30.07560553,-93.83796197,OC0185H,10,SUNOCO PIPELINE LP,ORANGEFIELD STATION,2016,ORANGE,4612,CRUDE PETROLEUM PIPE LINES,0,0,0,0,0,0,4.899
RN102807211,30.02716725,-93.81972826,OC0369S,10,SOUTHEAST TEXAS INDUSTRIES INC,SOUTHEAST TEXAS INDUSTRIES,2016,ORANGE,3291,ABRASIVE PRODUCTS,0,0,0,0.0317,0.005,0,5.56
RN100214303,30.09112032,-93.72853715,OC0376V,10,WESTPORT ORANGE SHIPYARD LLC,WESTPORT ORANGE SHIPYARD,2016,ORANGE,3731,SHIP BUILDING AND REPAIRING,6.0849,6.5331,0,2.5729,1.1069,0.1877,69.6275
RN101986818,30.05675058,-93.758437,OC0393V,10,E I DU PONT DE NEMOURS AND COMPANY,SRW COGENERATION LTD,2016,ORANGE,4911,ELECTRIC SERVICES,21.6151,170.105,0,55.0748,52.0287,7.2,6.1266
RN101976405,30.11978413,-94.02125985,OC0405Q,10,SOUTHEAST TEXAS INDUSTRIES INC,METAL PARTS FABRICATION,2016,ORANGE,3441,FABRICATED STRUCTURAL METAL,0,0,0,0.0202,0,0,3.1149
RN104392626,30.05675058,-93.758437,OCA002B,10,INVISTA S A R L,INVISTA SARL SABINE RIVER SITE,2016,ORANGE,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",178.6524,2545.2502,0.0013,28.3138,28.2426,1.1183,96.451
RN106402894,30.12442349,-94.01253646,OCA010J,10,JEFFERSON RAILPORT TERMINAL I TEXAS LLC,PORT OF BEAUMONT PETROLEUM JEFFERSON PROCESSING,2016,ORANGE,5172,"PETROLEUM PRODUCTS, NEC",6.03,3.08,0,0.31,0.31,0.88,40.31
RN102033891,32.6597491,-98.31192026,PA0003W,4,BRAZOS ELECTRIC POWER COOPERATIVE INC,RW MILLER PLANT,2016,PALO PINTO,4911,ELECTRIC SERVICES,321.06,209.97,0.0005,12.1747,12.13,1.159,14.1814
RN101330553,32.6602959,-98.31145315,PA0015P,4,ENBRIDGE G & P NORTH TEXAS LP,LONE CAMP PLANT,2016,PALO PINTO,1321,NATURAL GAS LIQUIDS,30.0953,16.0123,0,1.0781,1.0781,0.0376,18.0812
RN102315827,32.81257295,-98.09995334,PA0029E,4,MERIDIAN BRICK LLC,MINERAL WELLS FACILITY,2016,PALO PINTO,3251,BRICK AND STRUCTURAL CLAY TILE,56.9515,14.308,0,51.548,25.5543,103.9002,5.0216
RN102805272,32.18949874,-94.26325565,PB0002N,5,DCP OPERATING COMPANY LP,EAST TEXAS GAS PLANT,2016,PANOLA,1321,NATURAL GAS LIQUIDS,205.8296,484.1883,0,17.8613,17.8613,6.3091,248.984
RN100215433,32.18155096,-94.35690248,PB0010O,5,LOUISIANA-PACIFIC CORPORATION,CARTHAGE ORIENTED STRANDBOARD MILL,2016,PANOLA,2493,RECONSTITUTED WOOD PRODUCTS,188.8049,147.5334,0.0062,47.8373,47.519,8.5079,135.3848
RN102576709,32.1436574,-94.33497456,PB0018V,5,GULF SOUTH PIPELINE COMPANY LP,CARTHAGE JUNCTION COMPRESSOR STATION,2016,PANOLA,4922,NATURAL GAS TRANSMISSION,3.62,31.68,0,6.41,6.26,3.2,46.2315
RN100237783,32.13230782,-94.33255165,PB0069E,5,XTO ENERGY INC,CARTHAGE STATION 1,2016,PANOLA,1311,CRUDE PETROLEUM & NATURAL GAS,38.6227,22.5154,0,7.9247,7.9247,0.0964,54.9829
RN104625264,32.1436574,-94.33497456,PBA006F,5,GULF SOUTH PIPELINE COMPANY LP,CARTHAGE COMPRESSOR STATION 2,2016,PANOLA,4922,NATURAL GAS TRANSMISSION,2.42,0.76,0,0.743,0.323,0.01,6.8
RN100225184,32.7186359,-98.04947069,PC0001E,4,ACME BRICK COMPANY,ACME BRICK BENNETT PLANT,2016,PARKER,3251,BRICK AND STRUCTURAL CLAY TILE,185.24,14.76,0,42.3435,0.021,143.42,17.29
RN102764792,32.82320804,-98.04984791,PC0003A,4,ANTELOPE OIL TOOL & MFG CO,MINERAL WELLS,2016,PARKER,3499,"FABRICATED METAL PRODUCTS, NEC",0.09,0.09,0,0.04,0,0,12.77
RN100218734,32.77251729,-97.80169589,PC0008N,4,WEATHERFORD AEROSPACE INC,THIRD STREET PLANT,2016,PARKER,3599,MACHINERY EXCEPT ELECTRICAL NEC,0.7482,0.8907,0,0.249,0.2447,0.0054,0.6349
RN100617984,32.72031721,-97.85597994,PC0009L,4,IESI TX LANDFILL LP,IESI WEATHERFORD LANDFILL,2016,PARKER,4953,REFUSE SYSTEMS,5.77,1.68,0,2.83,1.63,1.93,3.6749
RN102183449,32.73199067,-97.62560346,PC0011B,4,MAGELLAN PIPELINE TERMINALS LP,ALEDO PRODUCTS TERMINAL,2016,PARKER,4613,REFINED PETROLEUM PIPELINES,2.8875,0.725,0,0,0,0.0034,34.4142
RN100226414,32.98637029,-97.68418148,PC0013U,4,ENBRIDGE G & P NORTH TEXAS LP,SPRINGTOWN GAS PLANT,2016,PARKER,1321,NATURAL GAS LIQUIDS,16.5217,12.4071,0,4.9024,4.9024,0.2231,14.0495
RN100542497,32.81063849,-98.06026995,PC0026L,4,MERIDIAN BRICK LLC,MINERAL WELLS EAST FACILITY,2016,PARKER,3251,BRICK AND STRUCTURAL CLAY TILE,30.2212,8.8145,0,26.199,25.8583,104.7166,1.4355
RN104891825,32.60480348,-97.55806035,PCA006F,4,ENLINK TEXAS PROCESSING  LP,GOFORTH PROCESSING PLANT,2016,PARKER,4922,NATURAL GAS TRANSMISSION,16.71,26.82,0,4.61,4.61,0.25,24.5
RN105093512,32.732622,-97.87450364,PCA007G,4,ENBRIDGE G & P NORTH TEXAS LP,WEATHERFORD PLANT,2016,PARKER,1321,NATURAL GAS LIQUIDS,57.0558,24.3394,0,10.2862,10.2862,0.3878,10.3865
RN107310161,32.58711926,-97.68004293,PCA064L,4,BOSQUE DISPOSAL SYSTEMS LLC,BOSQUE 1 SWD,2016,PARKER,1389,OIL AND GAS FIELD SERVICES NEC,0,0,0,0,0,0,14.4043
RN101615839,34.63811887,-102.7361661,PD0019U,1,CARGILL MEAT SOLUTIONS CORPORATION,FRIONA PLANT,2016,PARMER,2011,MEAT PACKING PLANTS,27.113,27.893,0,10.2862,4.7829,45.031,2.409
RN100226562,32.02788498,-102.0918802,PE0008O,7,EL PASO NATURAL GAS COMPANY LLC,PUCKETT COMPRESSOR STATION,2016,PECOS,4922,NATURAL GAS TRANSMISSION,13.2604,153.0701,0,0.0042,0.0042,0.0001,0.3369
RN100211408,31.26960726,-103.0848852,PE0024Q,7,ETC FIELD SERVICES LLC,WAHA GAS PLANT,2016,PECOS,1321,NATURAL GAS LIQUIDS,136.6371,213.5729,0,6.2118,6.2118,1.0895,46.7933
RN100239698,31.18773946,-102.992644,PE0042O,7,ETC FIELD SERVICES LLC,COYANOSA GAS PLANT,2016,PECOS,1321,NATURAL GAS LIQUIDS,136.6299,214.8943,0,4.1325,4.1325,973.1005,25.4009
RN100225010,31.99845945,-102.080532,PE0077S,7,ETC FIELD SERVICES LLC,COMPRESSOR STATION 81,2016,PECOS,4922,NATURAL GAS TRANSMISSION,0.2604,0.155,0,0.0014,0.0014,0,0.9448
RN100223098,31.2733029,-103.0824984,PE0078Q,7,ONEOK WESTEX TRANSMISSION LLC,COYANOSA COMPRESSOR STATION,2016,PECOS,4922,NATURAL GAS TRANSMISSION,57.2389,38.1592,0,1.309,1.309,0.0396,8.5297
RN100213644,30.9837249,-102.97402,PE0195L,7,ETC FIELD SERVICES LLC,GOMEZ COMPRESSOR STATION,2016,PECOS,4922,NATURAL GAS TRANSMISSION,84.3789,43.3504,0,1.6858,1.6858,0.0851,13.2567
RN100543073,31.01691937,-94.83369595,PF0002P,10,GEORGIA-PACIFIC WOOD PRODUCTS LLC,CORRIGAN PLYWOOD MILL,2016,POLK,2436,SOFTWOOD VENEER AND PLYWOOD,827.076,56.9255,0.0102,59.1919,44.1363,0.1861,203.9339
RN101286227,30.9153816,-94.73340605,PF0003N,10,GEORGIA PACIFIC WOOD PRODUCTS LLC,CAMDEN PLYWOOD & LUMBER COMPLEX,2016,POLK,2436,SOFTWOOD VENEER AND PLYWOOD,2487.0363,120.7606,0.0201,115.6762,103.808,7.8788,572.1033
RN100218494,30.60950425,-94.94058945,PF0019V,10,GULF SOUTH PIPELINE COMPANY LP,GOODRICH COMPRESSOR STATION,2016,POLK,4922,NATURAL GAS TRANSMISSION,0.23,0.09,0,0.04,0.04,0,4.8509
RN102306701,30.59721549,-94.92675367,PF0030K,10,KINDER MORGAN TEXAS PIPELINE LLC,GOODRICH COMPRESSOR STATION 555,2016,POLK,4922,NATURAL GAS TRANSMISSION,25.7915,99.1004,0,2.0405,2.0405,1.0499,3.6339
RN100228998,30.75681921,-94.70032645,PF0049M,10,ENTERPRISE PRODUCTS OPERATING LLC,INDIAN SPRINGS GAS TREATMENT,2016,POLK,1321,NATURAL GAS LIQUIDS,226.1339,173.1715,0,7.0767,7.0767,6.1911,65.0334
RN101701654,35.27379907,-101.7244446,PG0005V,1,ASARCO LLC,AMARILLO COPPER REFINERY,2016,POTTER,3331,PRIMARY COPPER,666.8,33.73,0.2845,17.4646,2.66,0.78,8.42
RN100212943,35.25352269,-101.6536426,PG0024R,1,TYSON FRESH MEATS INC,TYSON FRESH MEATS,2016,POTTER,2011,MEAT PACKING PLANTS,74.5792,63.3843,0,13.7403,10.9973,10.8001,16.2942
RN100226943,32.86996628,-96.94010771,PG0035M,1,PIONEER NATURAL RESOURCES USA  INC,FAIN GAS PLANT,2016,POTTER,1321,NATURAL GAS LIQUIDS,257.4865,340.4323,0,47.3149,47.3149,77.1751,74.6983
RN100224641,35.26543266,-101.7421772,PG0040T,1,SOUTHWESTERN PUBLIC SERVICE COMPANY,NICHOLS STATION POWER PLANT,2016,POTTER,4911,ELECTRIC SERVICES,83.3042,432.0127,0.0013,27.262,20.3805,1.9028,19.1525
RN100224849,35.29289084,-101.7419458,PG0041R,1,SOUTHWESTERN PUBLIC SERVICE COMPANY,HARRINGTON STATION POWER PLANT,2016,POTTER,4911,ELECTRIC SERVICES,2743.3607,4026.0157,0.05,620.35,95.9017,14248.2791,89.2103
RN100219187,35.29455475,-101.7443866,PG0044L,1,SAVAGE-HARRINGTON ENERGY SERVICES,HARRINGTON STATION,2016,POTTER,1241,COAL MINING SERVICES,0,0,0,8.436,5.895,0,0
RN100229376,35.6378753,-101.9590187,PG0094T,1,PIONEER NATURAL RESOURCES USA INC,PFC 20 PANHANDLE FIELD,2016,POTTER,4922,NATURAL GAS TRANSMISSION,25.349,14.964,0,0.767,0.767,0,18.1406
RN100222140,35.11961547,-101.8554286,RB0010D,1,OWENS CORNING COMPOSITE MATERIALS LLC,AMARILLO FACILITY,2016,RANDALL,3229,"PRESSED AND BLOWN GLASS, NEC",47.3615,80.3994,0.005,68.3519,28.2394,101.1062,158.1966
RN100216340,35.16052949,-101.8464211,RB0091A,1,POWER PIPE AND TANK LLC,MUR-TEX,2016,RANDALL,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0,0,0,8.0061
RN105915011,35.17636419,-101.7069384,RBA001A,1,UNITED FIBERGLASS INC,UNITED FIBERGLASS,2016,RANDALL,3089,"PLASTICS PRODUCTS, NEC",0.0312,0.0371,0,0.0028,0,0.0002,5.6944
RN100215714,31.64738472,-101.7758311,RC0004K,8,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,MIDKIFF GAS PLANT,2016,REAGAN,1321,NATURAL GAS LIQUIDS,74.2853,335.822,0,13.7164,13.6984,0.9182,368.0646
RN100542356,28.31633027,-97.29458869,RG0032H,14,BOARDWALK FIELD SERVICES LLC,REFUGIO COMPRESSOR STATION,2016,REFUGIO,4922,NATURAL GAS TRANSMISSION,0,0.01,0,0,0,0,6.6248
RN100229038,28.49373984,-97.07570356,RG0037U,14,KINDER MORGAN TEJAS PIPELINE LLC,COMPRESSOR STATION 2,2016,REFUGIO,4922,NATURAL GAS TRANSMISSION,1.3301,4.0257,0,0.0998,0.0998,0.0405,1.0629
RN101627792,30.86977648,-96.5865791,RI0014K,9,MOTIVA ENTERPRISES LLC,HEARNE TERMINAL,2016,ROBERTSON,5171,PETROLEUM BULK STATIONS & TERMINALS,2.5208,1.2536,0,0.0677,0.0677,0,12.2369
RN100216191,31.17922711,-96.4871248,RI0017E,9,OAK GROVE MANAGEMENT COMPANY LLC,OAK GROVE STEAM ELECTRIC STATION,2016,ROBERTSON,4911,ELECTRIC SERVICES,11167.23,4315.4046,0.0365,729.4073,727.9336,7060.5633,50.8823
RN102039575,30.86875303,-96.60310265,RI0022L,9,GATX RAIL CORPORATION,HEARNE MAINTENANCE FACILITY,2016,ROBERTSON,4789,"TRANSPORTATION SERVICES, NEC",4.8405,3.0326,0,0.241,0.2403,0.0142,35.9897
RN100226570,31.0910926,-96.69641777,RI0035C,9,MAJOR OAK POWER LLC,TWIN OAKS,2016,ROBERTSON,4911,ELECTRIC SERVICES,137.479,1379.8103,0.0112,512.3817,438.899,3186.5034,2.3896
RN100929645,31.28749567,-96.41055769,RI0165L,9,TREND GATHERING & TREATING LP,BOA GAS TREATING PLANT,2016,ROBERTSON,1311,CRUDE PETROLEUM & NATURAL GAS,0,0,0,0,0,0,0
RN102081007,32.92166054,-96.45141281,RJ0014E,4,WHITMORE MANUFACTURING COMPANY,WHITMORES LUBRICANT COMPOUNDING FACILITY,2016,ROCKWALL,2992,LUBRICATING OILS AND GREASES,1.1872,1.4133,0,0.1398,0.1398,0.0087,22.2898
RN100217041,32.17847913,-94.80639369,RL0008A,5,MANSFIELD PLUMBING PRODUCTS LLC,MANSFIELD PLUMBING PRODUCTS,2016,RUSK,5047,MEDICINAL AND HOSPITAL EQUIPMENT,0,0,0,0.9376,0.1416,0,8.9456
RN100640978,32.18571442,-94.79956695,RL0010N,5,BORAL BRICKS OF TEXAS LP,HENDERSON PLNT 1,2016,RUSK,3251,BRICK AND STRUCTURAL CLAY TILE,92.06,30.69,0.0102,24.831,23.3461,248.17,3.06
RN102324191,32.17208108,-94.80257699,RL0012J,5,WEST FRASER WOOD PRODUCTS,HENDERSON LUMBER MILL,2016,RUSK,2421,SAWMILLS & PLANING MILLS GENERAL,37.2133,35.0747,0.0037,58.8984,55.1242,4.3557,215.4039
